Micron BGA codes

D9HVB    MT18VDDF12872LDY-335F1
FX449    MT28C3224P18FL-85 BET ES
FW450    MT28C3224P18FL-85 TET
FX450    MT28C3224P18FL-85 TET ES
FY457    MT28C3224P20FL-0 MS
FW458    MT28C3224P20FL-70 TET
FX458    MT28C3224P20FL-70 TET ES
FW448    MT28C3224P20FL-80 BET
FX448    MT28C3224P20FL-80 BET ES
FW446    MT28C3224P20FL-80 TET
FX446    MT28C3224P20FL-80 TET ES
FQ446    MT28C3224P20FL-80 TET QS
FW700    MT28C384128W18FV-706 BTBXT
FX700    MT28C384128W18FV-706 BTBXT ES
FQ700    MT28C384128W18FV-706 BTBXT QS
FW765    MT28C384128W18FV-F605D10 BTBXT
FX765    MT28C384128W18FV-F605D10 BTBXT ES
FW767    MT28C384128W18FV-F706D10 BTBXT
FX767    MT28C384128W18FV-F706D10 BTBXT ES
FQ767    MT28C384128W18FV-F706D10 BTBXT QS
FX887    MT28C42L18AFU-11B E
FX888    MT28C42L18AFU-11T E
FX883    MT28C42L18AFU-13T E
FX886    MT28C42L18AFU-21B E
FX884    MT28C42L18BFU-24T E
FX932    MT28C42L30AFU-11B E
FX933    MT28C42L30AFU-11T E
FX931    MT28C42L30AFU-13T E
FX930    MT28C42L30AFU-21B E
FX928    MT28C42L30AFU-23B E
FX929    MT28C42L30AFU-24T E
FX889    MT28C53L18DFU-21TB E
FX925    MT28C53L18EFU-22KBT E
FX918    MT28C53L30TFU-21TB E
FX927    MT28C53L30TFU-22TB E
FX919    MT28C53L30TFU-34T E
FX934    MT28C53L30TFU-34TB E
FX935    MT28C53L30TFU-34TT E
FW455    MT28C6428P18FM-85 BET
FX455    MT28C6428P18FM-85 BET ES
FW452    MT28C6428P18FM-85 TET
FX452    MT28C6428P18FM-85 TET ES
FQ452    MT28C6428P18FM-85 TET QS
FY458    MT28C6428P20FM-0 MS
FW454    MT28C6428P20FM-80 BET
FX454    MT28C6428P20FM-80 BET ES
FW453    MT28C6428P20FM-80 TET
FX453    MT28C6428P20FM-80 TET ES
FQ453    MT28C6428P20FM-80 TET QS
FW830    MT28C64416W18AFW-F705P70 TWT
FX834    MT28C64416W18AFW-F705P70 TWT ES
FW833    MT28C64416W18AFW-F70P70 TWT
FX833    MT28C64416W18AFW-F70P70 TWT ES
FW875    MT28C64416W18AFY-F70P70 BWT
FX875    MT28C64416W18AFY-F70P70 BWT ES
FW831    MT28C64416W18AFY-F70P70 TWT
FX831    MT28C64416W18AFY-F70P70 TWT ES
FY831    MT28C64416W18AFY-F70P70 TWT QS
FW871    MT28C64432W18ABW-F705P85 KBWT
FX673    MT28C64432W18AFW-705 BWT ES
FX674    MT28C64432W18AFW-705 TWT ES
FW766    MT28C64432W18AFW-F605P85 BWT
FX766    MT28C64432W18AFW-F605P85 BWT ES
FW851    MT28C64432W18AFW-F705P70 BWT
FX851    MT28C64432W18AFW-F705P70 BWT ES
FW801    MT28C64432W18AFW-F705P70 KBWT
FX801    MT28C64432W18AFW-F705P70 KBWT ES
FW776    MT28C64432W18AFW-F705P70 TWT
FX776    MT28C64432W18AFW-F705P70 TWT ES
FW751    MT28C64432W18AFW-F705P85 BWT
FX751    MT28C64432W18AFW-F705P85 BWT ES
FW752    MT28C64432W18AFW-F705P85 TWT
FX752    MT28C64432W18AFW-F705P85 TWT ES
FW826    MT28C64432W18AFW-F70P70 TWT
FX826    MT28C64432W18AFW-F70P70 TWT ES
FW825    MT28C64432W18AFW-F70P85 BWT
FX825    MT28C64432W18AFW-F70P85 BWT ES
FX120    MT28C64432W18FW-606 BET ES
FX121    MT28C64432W18FW-606 TET ES
FX123    MT28C64432W18FW-705 BET ES
FX631    MT28C64432W18FW-705 BWT ES
FX122    MT28C64432W18FW-705 TET ES
FX630    MT28C64432W18FW-705 TWT ES
FW870    MT28C64432W30ABW-F705P85 KBWT
FX645    MT28C64432W30AFW-705 TWT ES
FW852    MT28C64432W30AFW-F705P70 BWT
FX852    MT28C64432W30AFW-F705P70 BWT ES
FW868    MT28C64432W30AFW-F705P70 KBWT
FW769    MT28C64432W30AFW-F705P70 TWT
FX769    MT28C64432W30AFW-F705P70 TWT ES
FW771    MT28C64432W30AFW-F705P85 BWT
FX771    MT28C64432W30AFW-F705P85 BWT ES
FW869    MT28C64432W30AFW-F705P85 KBWT
FW926    MT28C64432W30AFW-F705P85 KTWT
FW770    MT28C64432W30AFW-F705P85 TWT
FX770    MT28C64432W30AFW-F705P85 TWT ES
FW922    MT28C64432W30AFW-F70P70 BWT
FW955    MT28C64432W30AFW-F70P70 TWT
FW827    MT28C64432W30AFW-F70P85 BWT
FX827    MT28C64432W30AFW-F70P85 BWT ES
FW866    MT28C64432W30AFW-F70P85 TWT
FX646    MT28C64432W30BFW-705 TWT ES
FX671    MT28C64464W18AFW-705 TWT ES
FX124    MT28C64464W18FW-606 BET ES
FX125    MT28C64464W18FW-606 TET ES
FX126    MT28C64464W18FW-705 BET ES
FX127    MT28C64464W18FW-705 TET ES
FX668    MT28C64464W30AFW-705 BWT ES
FW927    MT28C64464W30AFW-F705P70 BWT
FW799    MT28C64464W30AFW-F705P70 KTWT
FX799    MT28C64464W30AFW-F705P70 KTWT ES
FW750    MT28C64464W30AFW-F705P85 BWT
FX750    MT28C64464W30AFW-F705P85 BWT ES
FW855    MT28C64464W30AFW-F705P85 KTWT
FX855    MT28C64464W30AFW-F705P85 KTWT ES
FW832    MT28C64464W30AFW-F70P70 KTWT
FX832    MT28C64464W30AFW-F70P70 KTWT ES
FW956    MT28C64464W30AFW-F70P70 TWT
JW853    MT28CDM48MGKHBAAMS-5 WT
RB153    MT28EW01GABA1HPC-0AAT
RY136    MT28EW01GABA1HPC-0AATES
RB149    MT28EW01GABA1HPC-0SIT
RB125    MT28EW01GABA1HPC-0SITES
RB150    MT28EW01GABA1HPC-1SIT
RB126    MT28EW01GABA1HPC-1SITES
RB154    MT28EW01GABA1LPC-0AAT
RB151    MT28EW01GABA1LPC-0SIT
RB127    MT28EW01GABA1LPC-0SITES
RB152    MT28EW01GABA1LPC-1SIT
RB128    MT28EW01GABA1LPC-1SITES
RB169    MT28EW128ABA1HPC-0SIT
RB137    MT28EW128ABA1HPC-0SITES
RB170    MT28EW128ABA1HPC-1SIT
RB138    MT28EW128ABA1HPC-1SITES
RB173    MT28EW128ABA1HPN-0SIT
RB141    MT28EW128ABA1HPN-0SITES
RB171    MT28EW128ABA1LPC-0SIT
RB139    MT28EW128ABA1LPC-0SITES
RB172    MT28EW128ABA1LPC-1SIT
RB140    MT28EW128ABA1LPC-1SITES
RB174    MT28EW128ABA1LPN-0SIT
RB142    MT28EW128ABA1LPN-0SITES
RB163    MT28EW256ABA1HPC-0SIT
RB131    MT28EW256ABA1HPC-0SITES
RB164    MT28EW256ABA1HPC-1SIT
RB132    MT28EW256ABA1HPC-1SITES
RB167    MT28EW256ABA1HPN-0SIT
RB135    MT28EW256ABA1HPN-0SITES
RB165    MT28EW256ABA1LPC-0SIT
RB133    MT28EW256ABA1LPC-0SITES
RB166    MT28EW256ABA1LPC-1SIT
RB134    MT28EW256ABA1LPC-1SITES
RB168    MT28EW256ABA1LPN-0SIT
RB136    MT28EW256ABA1LPN-0SITES
RB156    MT28EW512ABA1HPC-0AAT
RB143    MT28EW512ABA1HPC-0SIT
RB111    MT28EW512ABA1HPC-0SITES
RB144    MT28EW512ABA1HPC-1SIT
RB112    MT28EW512ABA1HPC-1SITES
RB147    MT28EW512ABA1HPN-0SIT
RB115    MT28EW512ABA1HPN-0SITES
RB155    MT28EW512ABA1LPC-0AAT
RY135    MT28EW512ABA1LPC-0AATES
RB145    MT28EW512ABA1LPC-0SIT
RB113    MT28EW512ABA1LPC-0SITES
RB146    MT28EW512ABA1LPC-1SIT
RB114    MT28EW512ABA1LPC-1SITES
RY134    MT28EW512ABA1LPN-0AATES
RB148    MT28EW512ABA1LPN-0SIT
RB116    MT28EW512ABA1LPN-0SITES
FW844    MT28F1284L18FU-606 BWT
FX844    MT28F1284L18FU-606 BWT ES
FW846    MT28F1284L18FU-606 KBWT
FX846    MT28F1284L18FU-606 KBWT ES
FW845    MT28F1284L18FU-606 KTWT
FX845    MT28F1284L18FU-606 KTWT ES
FW843    MT28F1284L18FU-606 TWT
FX843    MT28F1284L18FU-606 TWT ES
FW840    MT28F1284L18FU-608 BWT
FX840    MT28F1284L18FU-608 BWT ES
FW842    MT28F1284L18FU-608 KBWT
FX842    MT28F1284L18FU-608 KBWT ES
FW841    MT28F1284L18FU-608 KTWT
FX841    MT28F1284L18FU-608 KTWT ES
FW839    MT28F1284L18FU-608 TWT
FX839    MT28F1284L18FU-608 TWT ES
FW848    MT28F1284L18FU-705 BWT
FX848    MT28F1284L18FU-705 BWT ES
FW850    MT28F1284L18FU-705 KBWT
FX850    MT28F1284L18FU-705 KBWT ES
FW849    MT28F1284L18FU-705 KTWT
FX849    MT28F1284L18FU-705 KTWT ES
FW847    MT28F1284L18FU-705 TWT
FX847    MT28F1284L18FU-705 TWT ES
FW857    MT28F1284L30FU-605 BWT
FX857    MT28F1284L30FU-605 BWT ES
FW859    MT28F1284L30FU-605 KBWT
FX859    MT28F1284L30FU-605 KBWT ES
FW860    MT28F1284L30FU-605 KTWT
FX860    MT28F1284L30FU-605 KTWT ES
FW858    MT28F1284L30FU-605 TWT
FX858    MT28F1284L30FU-605 TWT ES
FW861    MT28F1284L30FU-705 BWT
FX861    MT28F1284L30FU-705 BWT ES
FW863    MT28F1284L30FU-705 KBWT
FX863    MT28F1284L30FU-705 KBWT ES
FW864    MT28F1284L30FU-705 KTWT
FX864    MT28F1284L30FU-705 KTWT ES
FW862    MT28F1284L30FU-705 TWT
FX862    MT28F1284L30FU-705 TWT ES
FW703    MT28F1284W18BQ-705 BET
FX703    MT28F1284W18BQ-705 BET ES
FW704    MT28F1284W18BQ-705 TET
FX684    MT28F1284W18FQ-605 BET ES
FX685    MT28F1284W18FQ-605 TET ES
FX615    MT28F1284W18FQ-606 BET ES
FX616    MT28F1284W18FQ-606 TET ES
FW617    MT28F1284W18FQ-705 BET
FX617    MT28F1284W18FQ-705 BET ES
FW800    MT28F1284W18FQ-705 KBET
FX800    MT28F1284W18FQ-705 KBET ES
FW618    MT28F1284W18FQ-705 TET
FX618    MT28F1284W18FQ-705 TET ES
FW517    MT28F128J3BS-12 ET
FW253    MT28F128J3BS-12 MET
FW513    MT28F128J3BS-15
FW514    MT28F128J3BS-15 ET
FW241    MT28F128J3BS-95 ET
FX241    MT28F128J3BS-95 ET ES
FW244    MT28F128J3BS-95 GMET
FX244    MT28F128J3BS-95 GMET ES
FW242    MT28F128J3BS-95 MET
FX242    MT28F128J3BS-95 MET ES
FW243    MT28F128J3BS-95 XMET
FX243    MT28F128J3BS-95 XMET ES
FW245    MT28F128J3BS-95 ZMET
FX245    MT28F128J3BS-95 ZMET ES
FW508    MT28F128J3FS-12
FW407    MT28F128J3FS-12 ET
FW510    MT28F128J3FS-12 M
FW509    MT28F128J3FS-12 MET
FW203    MT28F128J3FS-15
FX203    MT28F128J3FS-15 ES
FW501    MT28F128J3FS-15 ET
FX501    MT28F128J3FS-15 ET ES
FQ501    MT28F128J3FS-15 ET QS
FW503    MT28F128J3FS-15 M
FX503    MT28F128J3FS-15 M ES
FW502    MT28F128J3FS-15 MET
FX502    MT28F128J3FS-15 MET ES
FW246    MT28F128J3FS-95 ET
FX246    MT28F128J3FS-95 ET ES
FW249    MT28F128J3FS-95 GMET
FX249    MT28F128J3FS-95 GMET ES
FW247    MT28F128J3FS-95 MET
FX247    MT28F128J3FS-95 MET ES
FW248    MT28F128J3FS-95 XMET
FX248    MT28F128J3FS-95 XMET ES
FW250    MT28F128J3FS-95 ZMET
FX250    MT28F128J3FS-95 ZMET ES
FX510    MT28F128K3FS-115 ES
FX624    MT28F1294W18FR-606 BET ES
FX623    MT28F1294W18FR-606 TET ES
FX635    MT28F1294W18FR-705 BET ES
FX655    MT28F1294W18FR-705 KBET ES
FX634    MT28F1294W18FR-705 TET ES
FX713    MT28F160A18FF-70 TET ES
FW312    MT28F160A3FD-11 BET
FX312    MT28F160A3FD-11 BET ES
FQ312    MT28F160A3FD-11 BET QS
FW313    MT28F160A3FD-11 TET
FX313    MT28F160A3FD-11 TET ES
FQ313    MT28F160A3FD-11 TET QS
FW310    MT28F160A3FD-9 BET
FX310    MT28F160A3FD-9 BET ES
FW330    MT28F160A3FD-9 BET QC
FX330    MT28F160A3FD-9 BET QC ES
FQ330    MT28F160A3FD-9 BET QC QS
FQ310    MT28F160A3FD-9 BET QS
FW311    MT28F160A3FD-9 TET
FX311    MT28F160A3FD-9 TET ES
FQ311    MT28F160A3FD-9 TET QS
FW320    MT28F160A3FZ-11 BET
FX320    MT28F160A3FZ-11 BET ES
FQ320    MT28F160A3FZ-11 BET QS
FW321    MT28F160A3FZ-11 TET
FX321    MT28F160A3FZ-11 TET ES
FQ321    MT28F160A3FZ-11 TET QS
FW323    MT28F160A3FZ-9 BET
FX323    MT28F160A3FZ-9 BET ES
FQ323    MT28F160A3FZ-9 BET QS
FW322    MT28F160A3FZ-9 TET
FX322    MT28F160A3FZ-9 TET ES
FQ322    MT28F160A3FZ-9 TET QS
FW615    MT28F160C34FD-9 BET
FW614    MT28F160C34FD-9 TET
FW612    MT28F160C3FD-11 BET
FX612    MT28F160C3FD-11 BET ES
FQ612    MT28F160C3FD-11 BET QS
FW613    MT28F160C3FD-11 TET
FX613    MT28F160C3FD-11 TET ES
FQ613    MT28F160C3FD-11 TET QS
FW610    MT28F160C3FD-9 BET
FX610    MT28F160C3FD-9 BET ES
FQ610    MT28F160C3FD-9 BET QS
FW611    MT28F160C3FD-9 TET
FX611    MT28F160C3FD-9 TET ES
FQ611    MT28F160C3FD-9 TET QS
FX111    MT28F162M3FC-12 TWT ES
FW737    MT28F162P18FG-10 BET
FX737    MT28F162P18FG-10 BET ES
FQ737    MT28F162P18FG-10 BET QS
FW736    MT28F162P18FG-10 TET
FX736    MT28F162P18FG-10 TET ES
FQ736    MT28F162P18FG-10 TET QS
FW735    MT28F162P18FG-90 BET
FX735    MT28F162P18FG-90 BET ES
FQ735    MT28F162P18FG-90 BET QS
FW734    MT28F162P18FG-90 TET
FX734    MT28F162P18FG-90 TET ES
FQ734    MT28F162P18FG-90 TET QS
FW731    MT28F162P20FG-80 BET
FX731    MT28F162P20FG-80 BET ES
FQ731    MT28F162P20FG-80 BET QS
FW730    MT28F162P20FG-80 TET
FX730    MT28F162P20FG-80 TET ES
FQ730    MT28F162P20FG-80 TET QS
FW733    MT28F162P20FG-90 BET
FX733    MT28F162P20FG-90 BET ES
FQ733    MT28F162P20FG-90 BET QS
FW732    MT28F162P20FG-90 TET
FX732    MT28F162P20FG-90 TET ES
FQ732    MT28F162P20FG-90 TET QS
FW724    MT28F162P2FG-11 TET
FX724    MT28F162P2FG-11 TET ES
FQ724    MT28F162P2FG-11 TET QS
FW729    MT28F162P2FG-80 BET
FX729    MT28F162P2FG-80 BET ES
FQ729    MT28F162P2FG-80 BET QS
FW727    MT28F162P2FG-80 TET
FX727    MT28F162P2FG-80 TET ES
FQ727    MT28F162P2FG-80 TET QS
FW728    MT28F162P2FG-90 BET
FX728    MT28F162P2FG-90 BET ES
FQ728    MT28F162P2FG-90 BET QS
FW726    MT28F162P2FG-90 TET
FX726    MT28F162P2FG-90 TET ES
FQ726    MT28F162P2FG-90 TET QS
FW990    MT28F2564L18FC-606 BWT
FX990    MT28F2564L18FC-606 BWT ES
FW898    MT28F2564L18FC-606 KBWT
FX898    MT28F2564L18FC-606 KBWT ES
FW899    MT28F2564L18FC-606 KTWT
FX899    MT28F2564L18FC-606 KTWT ES
FW991    MT28F2564L18FC-606 TWT
FX991    MT28F2564L18FC-606 TWT ES
FW892    MT28F2564L18FC-608 BWT
FX892    MT28F2564L18FC-608 BWT ES
FW890    MT28F2564L18FC-608 KBWT
FX890    MT28F2564L18FC-608 KBWT ES
FW891    MT28F2564L18FC-608 KTWT
FX891    MT28F2564L18FC-608 KTWT ES
FW893    MT28F2564L18FC-608 TWT
FX893    MT28F2564L18FC-608 TWT ES
FW896    MT28F2564L18FC-705 BWT
FX896    MT28F2564L18FC-705 BWT ES
FW894    MT28F2564L18FC-705 KBWT
FX894    MT28F2564L18FC-705 KBWT ES
FW895    MT28F2564L18FC-705 KTWT
FX895    MT28F2564L18FC-705 KTWT ES
FW897    MT28F2564L18FC-705 TWT
FX897    MT28F2564L18FC-705 TWT ES
FW915    MT28F2565L18DFU-705 KTBWT
FX915    MT28F2565L18DFU-705 KTBWT ES
FW916    MT28F2565L18DFU-705 TBWT
FX916    MT28F2565L18DFU-705 TBWT ES
FX657    MT28F2565W18RFT-705 BTWT ES
FW609    MT28F256J3BS-12 ET
FW620    MT28F256J3FK-12 ET
FX620    MT28F256J3FK-12 ET ES
FW622    MT28F256J3FK-12 GMET
FX622    MT28F256J3FK-12 GMET ES
FW621    MT28F256J3FK-12 MET
FX621    MT28F256J3FK-12 MET ES
FW995    MT28F256J3FK-12 XMET
FX995    MT28F256J3FK-12 XMET ES
FW606    MT28F256J3FS-12 ET
FX606    MT28F256J3FS-12 ET ES
FW608    MT28F256J3FS-12 GMET
FX608    MT28F256J3FS-12 GMET ES
FW607    MT28F256J3FS-12 MET
FX607    MT28F256J3FS-12 MET ES
FX705    MT28F320A18AFE-70 BET ES
FX706    MT28F320A18AFE-70 TET ES
FW722    MT28F320A18FF-70 BET
FX722    MT28F320A18FF-70 BET ES
FQ722    MT28F320A18FF-70 BET QS
FW723    MT28F320A18FF-70 TET
FX723    MT28F320A18FF-70 TET ES
FQ723    MT28F320A18FF-70 TET QS
FW240    MT28F320C18FH-10 BET
FX240    MT28F320C18FH-10 BET ES
FQ240    MT28F320C18FH-10 BET QS
FW725    MT28F320C18FH-10 TET
FX725    MT28F320C18FH-10 TET ES
FQ725    MT28F320C18FH-10 TET QS
FW515    MT28F320J3BS-11
FW516    MT28F320J3BS-11 ET
FW518    MT28F320J3BS-11 GMET
FW251    MT28F320J3BS-11 MET
FS200    MT28F320J3FS-10
FX200    MT28F320J3FS-10 ES
FW201    MT28F320J3FS-11
FX201    MT28F320J3FS-11 ES
FW207    MT28F320J3FS-11 ET
FW601    MT28F320J3FS-11 G
FQ601    MT28F320J3FS-11 G QS
FW602    MT28F320J3FS-11 GET
FW604    MT28F320J3FS-11 GM
FW603    MT28F320J3FS-11 GMET
FX603    MT28F320J3FS-11 GMET ES
FW204    MT28F320J3FS-11 M
FX204    MT28F320J3FS-11 M ES
FQ204    MT28F320J3FS-11 M QS
FW208    MT28F320J3FS-11 MET
FQ208    MT28F320J3FS-11 MET QS
FQ201    MT28F320J3FS-11 QS
FW212    MT28F320P2FG-10 BET
FX212    MT28F320P2FG-10 BET ES
FQ212    MT28F320P2FG-10 BET QS
FW213    MT28F320P2FG-10 TET
FX213    MT28F320P2FG-10 TET ES
FQ213    MT28F320P2FG-10 TET QS
FW214    MT28F320P2FG-11 BET
FX214    MT28F320P2FG-11 BET ES
FQ214    MT28F320P2FG-11 BET QS
FW215    MT28F320P2FG-11 TET
FX215    MT28F320P2FG-11 TET ES
FQ215    MT28F320P2FG-11 TET QS
FW210    MT28F320P2FG-95 BET
FX210    MT28F320P2FG-95 BET ES
FQ210    MT28F320P2FG-95 BET QS
FW211    MT28F320P2FG-95 TET
FX211    MT28F320P2FG-95 TET ES
FQ211    MT28F320P2FG-95 TET QS
FW522    MT28F321D18FH-104 BET
FX522    MT28F321D18FH-104 BET ES
FQ522    MT28F321D18FH-104 BET QS
FW523    MT28F321D18FH-104 TET
FX523    MT28F321D18FH-104 TET ES
FQ523    MT28F321D18FH-104 TET QS
FW822    MT28F321D18FH-804 TET
FW520    MT28F321D18FH-954 BET
FX520    MT28F321D18FH-954 BET ES
FQ520    MT28F321D18FH-954 BET QS
FW521    MT28F321D18FH-954 TET
FX521    MT28F321D18FH-954 TET ES
FQ521    MT28F321D18FH-954 TET QS
FW237    MT28F321P18FG-10 BET
FW236    MT28F321P18FG-10 TET
FW239    MT28F321P18FG-11 BET
FW238    MT28F321P18FG-11 TET
FX231    MT28F321P18FG-11 TET ES
FW820    MT28F321P18FG-90 BET
FX820    MT28F321P18FG-90 BET ES
FW821    MT28F321P18FG-90 TET
FX821    MT28F321P18FG-90 TET ES
FW230    MT28F321P18FG-95 TET ER
FX230    MT28F321P18FG-95 TET ER ES
FQ230    MT28F321P18FG-95 TET ER QS
FW233    MT28F321P20FG-10 BET
FW232    MT28F321P20FG-10 TET
FW235    MT28F321P20FG-11 BET
FW234    MT28F321P20FG-11 TET
FW818    MT28F321P20FG-70 BET
FW819    MT28F321P20FG-70 TET
FX819    MT28F321P20FG-70 TET ES
FW810    MT28F321P20FG-80 BET
FX810    MT28F321P20FG-80 BET ES
FW811    MT28F321P20FG-80 TET
FX811    MT28F321P20FG-80 TET ES
FQ811    MT28F321P20FG-80 TET QS
FW225    MT28F321P2FG-10 BET
FX225    MT28F321P2FG-10 BET ES
FW227    MT28F321P2FG-10 BWT
FX227    MT28F321P2FG-10 BWT ES
FQ227    MT28F321P2FG-10 BWT QS
FW224    MT28F321P2FG-10 TET
FX224    MT28F321P2FG-10 TET ES
FQ224    MT28F321P2FG-10 TET QS
FW226    MT28F321P2FG-10 TWT
FX226    MT28F321P2FG-10 TWT ES
FQ226    MT28F321P2FG-10 TWT QS
FW223    MT28F321P2FG-11 BET
FX223    MT28F321P2FG-11 BET ES
FQ223    MT28F321P2FG-11 BET QS
FW229    MT28F321P2FG-11 BWT
FX229    MT28F321P2FG-11 BWT ES
FQ229    MT28F321P2FG-11 BWT QS
FW222    MT28F321P2FG-11 TET
FX222    MT28F321P2FG-11 TET ES
FQ222    MT28F321P2FG-11 TET QS
FW228    MT28F321P2FG-11 TWT
FX228    MT28F321P2FG-11 TWT ES
FQ228    MT28F321P2FG-11 TWT QS
FW220    MT28F321P2FG-95 BET
FX220    MT28F321P2FG-95 BET ES
FQ220    MT28F321P2FG-95 BET QS
FW221    MT28F321P2FG-95 TET
FX221    MT28F321P2FG-95 TET ES
FQ221    MT28F321P2FG-95 TET QS
FW541    MT28F322D15FH-10 BET
FX541    MT28F322D15FH-10 BET ES
FQ541    MT28F322D15FH-10 BET QS
FW540    MT28F322D15FH-10 TET
FX540    MT28F322D15FH-10 TET ES
FQ540    MT28F322D15FH-10 TET QS
FW544    MT28F322D15FH-104 BET
FX544    MT28F322D15FH-104 BET ES
FQ544    MT28F322D15FH-104 BET QS
FW545    MT28F322D15FH-104 TET
FX545    MT28F322D15FH-104 TET ES
FQ545    MT28F322D15FH-104 TET QS
FW556    MT28F322D18FH-10 BET
FW557    MT28F322D18FH-10 TET
FW535    MT28F322D18FH-103 BET
FW536    MT28F322D18FH-103 TET
FQ536    MT28F322D18FH-104 TET QS
FW538    MT28F322D18FH-11 BET
FX538    MT28F322D18FH-11 BET ES
FQ538    MT28F322D18FH-11 BET QS
FW537    MT28F322D18FH-11 TET
FX534    MT28F322D18FH-11 TET BO ES
FQ534    MT28F322D18FH-11 TET BO QS
FX537    MT28F322D18FH-11 TET ES
FQ537    MT28F322D18FH-11 TET QS
FW559    MT28F322D18FH-705 BET
FW558    MT28F322D18FH-705 TET
FW542    MT28F322D18FH-804 BET
FX542    MT28F322D18FH-804 BET ES
FW543    MT28F322D18FH-804 TET
FX543    MT28F322D18FH-804 TET ES
FW531    MT28F322D18FH-954 BET
FX531    MT28F322D18FH-954 BET ES
FQ531    MT28F322D18FH-954 BET QS
FW532    MT28F322D18FH-954 BWT
FX532    MT28F322D18FH-954 BWT ES
FQ532    MT28F322D18FH-954 BWT QS
FW530    MT28F322D18FH-954 TET
FX530    MT28F322D18FH-954 TET ES
FQ530    MT28F322D18FH-954 TET QS
FW533    MT28F322D18FH-954 TWT
FX533    MT28F322D18FH-954 TWT ES
FQ533    MT28F322D18FH-954 TWT QS
FW551    MT28F322D20FH-10 BET
FW550    MT28F322D20FH-10 TET
FW555    MT28F322D20FH-11 BET
FW554    MT28F322D20FH-11 TET
FW547    MT28F322D20FH-705 BET
FX547    MT28F322D20FH-705 BET ES
FW546    MT28F322D20FH-705 TET
FW549    MT28F322D20FH-804 BET
FX549    MT28F322D20FH-804 BET ES
FW548    MT28F322D20FH-804 TET
FX548    MT28F322D20FH-804 TET ES
FW552    MT28F322D20FH-954 BET
FW553    MT28F322D20FH-954 TET
FW829    MT28F322P3FJ-60 BET
FW828    MT28F322P3FJ-60 TET
FW816    MT28F322P3FJ-70 BET
FX816    MT28F322P3FJ-70 BET ES
FW817    MT28F322P3FJ-70 TET
FX817    MT28F322P3FJ-70 TET ES
FW814    MT28F322P3FJ-80 BET
FX814    MT28F322P3FJ-80 BET ES
FW815    MT28F322P3FJ-80 TET
FX815    MT28F322P3FJ-80 TET ES
FW812    MT28F322P3FJ-90 BET
FX812    MT28F322P3FJ-90 BET ES
FW813    MT28F322P3FJ-90 TET
FX813    MT28F322P3FJ-90 TET ES
FW537Y   MT28F322Y18FH15-11 TET
FW512    MT28F640J3BS-115
FW519    MT28F640J3BS-115 ET
FW410    MT28F640J3BS-115 GMET
FW252    MT28F640J3BS-115 MET
FW511    MT28F640J3BS-12
FW505    MT28F640J3FS-115
FX505    MT28F640J3FS-115 ES
FW406    MT28F640J3FS-115 ET
FX406    MT28F640J3FS-115 ET ES
FW605    MT28F640J3FS-115 GET
FW408    MT28F640J3FS-115 GMET
FX408    MT28F640J3FS-115 GMET ES
FW506    MT28F640J3FS-115 M
FX506    MT28F640J3FS-115 M ES
FW507    MT28F640J3FS-115 MET
FX507    MT28F640J3FS-115 MET ES
FW409    MT28F640J3FS-115 XMET
FX409    MT28F640J3FS-115 XMET ES
FW202    MT28F640J3FS-12
FX202    MT28F640J3FS-12 ES
FW209    MT28F640J3FS-12 ET
FW205    MT28F640J3FS-12 M
FX205    MT28F640J3FS-12 M ES
FQ205    MT28F640J3FS-12 M QS
FW206    MT28F640J3FS-12 MET
FQ206    MT28F640J3FS-12 MET QS
FQ202    MT28F640J3FS-12 QS
FW910    MT28F642D18FN-705 BET
FX910    MT28F642D18FN-705 BET ES
FW909    MT28F642D18FN-705 TET
FX909    MT28F642D18FN-705 TET ES
FW912    MT28F642D18FN-804 BET
FX912    MT28F642D18FN-804 BET ES
FW911    MT28F642D18FN-804 TET
FX911    MT28F642D18FN-804 TET ES
FQ543    MT28F642D18FN-804 TET QS
FX903    MT28F642D18FN-855 BET ES
FX902    MT28F642D18FN-855 TET ES
FW905    MT28F642D20FN-705 BET
FX905    MT28F642D20FN-705 BET ES
FW906    MT28F642D20FN-705 TET
FX906    MT28F642D20FN-705 TET ES
FW908    MT28F642D20FN-804 BET
FX908    MT28F642D20FN-804 BET ES
FW907    MT28F642D20FN-804 TET
FX907    MT28F642D20FN-804 TET ES
FX901    MT28F642D20FN-806 BET ES
FX900    MT28F642D20FN-806 TET ES
FX904    MT28F642D20FN-85 TET ES
FW796    MT28F644W18ABE-606 BET
FW797    MT28F644W18ABE-606 KBET
FW686    MT28F644W18AFE-606 BET
FW794    MT28F644W18AFE-606 KBET
FW687    MT28F644W18AFE-606 TET
FW688    MT28F644W18AFE-705 BET
FW689    MT28F644W18AFE-705 TET
FW697    MT28F644W18BE-606 BET
FW775    MT28F644W18BE-606 KBET
FX775    MT28F644W18BE-606 KBET ES
FW698    MT28F644W18BE-606 TET
FW918    MT28F644W18BE-70 BET
FW695    MT28F644W18BE-705 BET
FW795    MT28F644W18BE-705 KBET
FW696    MT28F644W18BE-705 TET
FW917    MT28F644W18FE-60 BET
FW100    MT28F644W18FE-606 BET
FX100    MT28F644W18FE-606 BET ES
FW115    MT28F644W18FE-606 KBET
FW116    MT28F644W18FE-606 KTET
